################################################
# A 3-D crustal shear wave velocity model in the Banda Arc collision zone from ambient noise tomography
# Please cite the original work behind this Earth model in the following:
# Zhang, P., and Miller, M.S., (2020) Seismic imaging of the subducted Australian Continental Margin beneath Timor and the Banda Arc collision zone, Accepted by GRL on November 24, 2020
####
# longitude	latitude	depth(km)	Vsv(km/s)
  128.250   -9.250   10.000    3.157
  128.250   -9.500   10.000    3.153
  128.250   -9.750   10.000    3.150
  128.250  -10.000   10.000    3.147
  128.250  -10.250   10.000    3.148
  128.250  -10.500   10.000    3.149
  128.250  -10.750   10.000    3.151
  128.250  -11.000   10.000    3.150
  128.250  -11.250   10.000    3.150
  128.500   -7.500   10.000    3.150
  128.500   -7.750   10.000    3.151
  128.500   -8.000   10.000    3.151
  128.500   -8.250   10.000    3.151
  128.500   -8.500   10.000    3.151
  128.500   -8.750   10.000    3.151
  128.500   -9.000   10.000    3.150
  128.500   -9.250   10.000    3.149
  128.500   -9.500   10.000    3.149
  128.500   -9.750   10.000    3.149
  128.500  -10.000   10.000    3.149
  128.500  -10.250   10.000    3.150
  128.500  -10.500   10.000    3.150
  128.500  -10.750   10.000    3.150
  128.500  -11.000   10.000    3.150
  128.500  -11.250   10.000    3.150
  117.500   -7.500   15.000    3.390
  117.500   -7.750   15.000    3.389
  117.500   -8.000   15.000    3.391
  117.500   -8.250   15.000    3.399
  117.500   -8.500   15.000    3.411
  117.500   -8.750   15.000    3.423
  117.500   -9.000   15.000    3.408
  117.500   -9.250   15.000    3.396
  117.500   -9.500   15.000    3.393
  117.500   -9.750   15.000    3.392
  117.500  -10.000   15.000    3.392
  117.500  -10.250   15.000    3.391
  117.500  -10.500   15.000    3.391
  117.500  -10.750   15.000    3.390
  117.500  -11.000   15.000    3.390
  117.500  -11.250   15.000    3.390
  117.750   -7.500   15.000    3.389
  117.750   -7.750   15.000    3.398
  117.750   -8.000   15.000    3.414
  117.750   -8.250   15.000    3.438
  117.750   -8.500   15.000    3.465
  117.750   -8.750   15.000    3.472
  117.750   -9.000   15.000    3.432
  117.750   -9.250   15.000    3.397
  117.750   -9.500   15.000    3.385
  117.750   -9.750   15.000    3.387
  117.750  -10.000   15.000    3.391
  117.750  -10.250   15.000    3.393
  117.750  -10.500   15.000    3.392
  117.750  -10.750   15.000    3.392
  117.750  -11.000   15.000    3.391
  117.750  -11.250   15.000    3.390
  118.000   -7.500   15.000    3.388
  118.000   -7.750   15.000    3.406
  118.000   -8.000   15.000    3.434
  118.000   -8.250   15.000    3.474
  118.000   -8.500   15.000    3.518
  118.000   -8.750   15.000    3.520
  118.000   -9.000   15.000    3.442
  118.000   -9.250   15.000    3.385
  118.000   -9.500   15.000    3.371
  118.000   -9.750   15.000    3.378
  118.000  -10.000   15.000    3.388
  118.000  -10.250   15.000    3.391
  118.000  -10.500   15.000    3.391
  118.000  -10.750   15.000    3.391
  118.000  -11.000   15.000    3.391
  118.000  -11.250   15.000    3.390
  118.250   -7.500   15.000    3.386
  118.250   -7.750   15.000    3.413
  118.250   -8.000   15.000    3.452
  118.250   -8.250   15.000    3.506
  118.250   -8.500   15.000    3.559
  118.250   -8.750   15.000    3.542
  118.250   -9.000   15.000    3.430
  118.250   -9.250   15.000    3.365
  118.250   -9.500   15.000    3.357
  118.250   -9.750   15.000    3.371
  118.250  -10.000   15.000    3.384
  118.250  -10.250   15.000    3.388
  118.250  -10.500   15.000    3.387
  118.250  -10.750   15.000    3.388
  118.250  -11.000   15.000    3.389
  118.250  -11.250   15.000    3.391
  118.500   -7.500   15.000    3.384
  118.500   -7.750   15.000    3.421
  118.500   -8.000   15.000    3.472
  118.500   -8.250   15.000    3.539
  118.500   -8.500   15.000    3.598
  118.500   -8.750   15.000    3.557
  118.500   -9.000   15.000    3.425
  118.500   -9.250   15.000    3.361
  118.500   -9.500   15.000    3.362
  118.500   -9.750   15.000    3.380
  118.500  -10.000   15.000    3.390
  118.500  -10.250   15.000    3.387
  118.500  -10.500   15.000    3.382
  118.500  -10.750   15.000    3.382
  118.500  -11.000   15.000    3.385
  118.500  -11.250   15.000    3.391
  118.750   -7.500   15.000    3.382
  118.750   -7.750   15.000    3.431
  118.750   -8.000   15.000    3.496
  118.750   -8.250   15.000    3.579
  118.750   -8.500   15.000    3.645
  118.750   -8.750   15.000    3.588
  118.750   -9.000   15.000    3.456
  118.750   -9.250   15.000    3.400
  118.750   -9.500   15.000    3.410
  118.750   -9.750   15.000    3.422
  118.750  -10.000   15.000    3.417
  118.750  -10.250   15.000    3.398
  118.750  -10.500   15.000    3.380
  118.750  -10.750   15.000    3.374
  118.750  -11.000   15.000    3.379
  118.750  -11.250   15.000    3.390
  119.000   -7.500   15.000    3.383
  119.000   -7.750   15.000    3.442
  119.000   -8.000   15.000    3.521
  119.000   -8.250   15.000    3.621
  119.000   -8.500   15.000    3.697
  119.000   -8.750   15.000    3.635
  119.000   -9.000   15.000    3.524
  119.000   -9.250   15.000    3.494
  119.000   -9.500   15.000    3.515
  119.000   -9.750   15.000    3.509
  119.000  -10.000   15.000    3.474
  119.000  -10.250   15.000    3.427
  119.000  -10.500   15.000    3.389
  119.000  -10.750   15.000    3.370
  119.000  -11.000   15.000    3.372
  119.000  -11.250   15.000    3.387
  119.250   -7.500   15.000    3.385
  119.250   -7.750   15.000    3.453
  119.250   -8.000   15.000    3.543
  119.250   -8.250   15.000    3.652
  119.250   -8.500   15.000    3.728
  119.250   -8.750   15.000    3.663
  119.250   -9.000   15.000    3.599
  119.250   -9.250   15.000    3.625
  119.250   -9.500   15.000    3.664
  119.250   -9.750   15.000    3.631
  119.250  -10.000   15.000    3.558
  119.250  -10.250   15.000    3.476
  119.250  -10.500   15.000    3.412
  119.250  -10.750   15.000    3.377
  119.250  -11.000   15.000    3.371
  119.250  -11.250   15.000    3.383
  119.500   -7.500   15.000    3.388
  119.500   -7.750   15.000    3.462
  119.500   -8.000   15.000    3.553
  119.500   -8.250   15.000    3.655
  119.500   -8.500   15.000    3.703
  119.500   -8.750   15.000    3.618
  119.500   -9.000   15.000    3.615
  119.500   -9.250   15.000    3.719
  119.500   -9.500   15.000    3.782
  119.500   -9.750   15.000    3.746
  119.500  -10.000   15.000    3.649
  119.500  -10.250   15.000    3.537
  119.500  -10.500   15.000    3.448
  119.500  -10.750   15.000    3.396
  119.500  -11.000   15.000    3.378
  119.500  -11.250   15.000    3.381
  119.750   -7.500   15.000    3.392
  119.750   -7.750   15.000    3.467
  119.750   -8.000   15.000    3.553
  119.750   -8.250   15.000    3.625
  119.750   -8.500   15.000    3.605
  119.750   -8.750   15.000    3.470
  119.750   -9.000   15.000    3.533
  119.750   -9.250   15.000    3.682
  119.750   -9.500   15.000    3.764
  119.750   -9.750   15.000    3.805
  119.750  -10.000   15.000    3.725
  119.750  -10.250   15.000    3.593
  119.750  -10.500   15.000    3.483
  119.750  -10.750   15.000    3.417
  119.750  -11.000   15.000    3.389
  119.750  -11.250   15.000    3.383
  120.000   -7.500   15.000    3.395
  120.000   -7.750   15.000    3.476
  120.000   -8.000   15.000    3.555
  120.000   -8.250   15.000    3.592
  120.000   -8.500   15.000    3.488
  120.000   -8.750   15.000    3.302
  120.000   -9.000   15.000    3.420
  120.000   -9.250   15.000    3.551
  120.000   -9.500   15.000    3.673
  120.000   -9.750   15.000    3.853
  120.000  -10.000   15.000    3.786
  120.000  -10.250   15.000    3.620
  120.000  -10.500   15.000    3.490
  120.000  -10.750   15.000    3.419
  120.000  -11.000   15.000    3.392
  120.000  -11.250   15.000    3.388
  120.250   -7.500   15.000    3.397
  120.250   -7.750   15.000    3.491
  120.250   -8.000   15.000    3.577
  120.250   -8.250   15.000    3.608
  120.250   -8.500   15.000    3.487
  120.250   -8.750   15.000    3.311
  120.250   -9.000   15.000    3.458
  120.250   -9.250   15.000    3.515
  120.250   -9.500   15.000    3.677
  120.250   -9.750   15.000    3.919
  120.250  -10.000   15.000    3.776
  120.250  -10.250   15.000    3.562
  120.250  -10.500   15.000    3.430
  120.250  -10.750   15.000    3.380
  120.250  -11.000   15.000    3.376
  120.250  -11.250   15.000    3.392
  120.500   -7.500   15.000    3.398
  120.500   -7.750   15.000    3.509
  120.500   -8.000   15.000    3.608
  120.500   -8.250   15.000    3.644
  120.500   -8.500   15.000    3.522
  120.500   -8.750   15.000    3.343
  120.500   -9.000   15.000    3.552
  120.500   -9.250   15.000    3.563
  120.500   -9.500   15.000    3.702
  120.500   -9.750   15.000    3.809
  120.500  -10.000   15.000    3.579
  120.500  -10.250   15.000    3.367
  120.500  -10.500   15.000    3.278
  120.500  -10.750   15.000    3.282
  120.500  -11.000   15.000    3.328
  120.500  -11.250   15.000    3.390
  120.750   -7.500   15.000    3.399
  120.750   -7.750   15.000    3.523
  120.750   -8.000   15.000    3.633
  120.750   -8.250   15.000    3.679
  120.750   -8.500   15.000    3.555
  120.750   -8.750   15.000    3.269
  120.750   -9.000   15.000    3.488
  120.750   -9.250   15.000    3.556
  120.750   -9.500   15.000    3.694
  120.750   -9.750   15.000    3.620
  120.750  -10.000   15.000    3.303
  120.750  -10.250   15.000    3.091
  120.750  -10.500   15.000    3.059
  120.750  -10.750   15.000    3.137
  120.750  -11.000   15.000    3.255
  120.750  -11.250   15.000    3.381
  121.000   -7.500   15.000    3.401
  121.000   -7.750   15.000    3.521
  121.000   -8.000   15.000    3.633
  121.000   -8.250   15.000    3.688
  121.000   -8.500   15.000    3.574
  121.000   -8.750   15.000    3.216
  121.000   -9.000   15.000    3.364
  121.000   -9.250   15.000    3.460
  121.000   -9.500   15.000    3.708
  121.000   -9.750   15.000    3.622
  121.000  -10.000   15.000    3.168
  121.000  -10.250   15.000    2.847
  121.000  -10.500   15.000    2.829
  121.000  -10.750   15.000    2.976
  121.000  -11.000   15.000    3.171
  121.000  -11.250   15.000    3.370
  121.250   -7.500   15.000    3.401
  121.250   -7.750   15.000    3.495
  121.250   -8.000   15.000    3.594
  121.250   -8.250   15.000    3.675
  121.250   -8.500   15.000    3.680
  121.250   -8.750   15.000    3.504
  121.250   -9.000   15.000    3.475
  121.250   -9.250   15.000    3.365
  121.250   -9.500   15.000    3.620
  121.250   -9.750   15.000    3.594
  121.250  -10.000   15.000    3.113
  121.250  -10.250   15.000    2.673
  121.250  -10.500   15.000    2.636
  121.250  -10.750   15.000    2.837
  121.250  -11.000   15.000    3.099
  121.250  -11.250   15.000    3.361
  121.500   -7.500   15.000    3.394
  121.500   -7.750   15.000    3.438
  121.500   -8.000   15.000    3.502
  121.500   -8.250   15.000    3.604
  121.500   -8.500   15.000    3.761
  121.500   -8.750   15.000    3.847
  121.500   -9.000   15.000    3.683
  121.500   -9.250   15.000    3.393
  121.500   -9.500   15.000    3.482
  121.500   -9.750   15.000    3.394
  121.500  -10.000   15.000    3.004
  121.500  -10.250   15.000    2.596
  121.500  -10.500   15.000    2.532
  121.500  -10.750   15.000    2.768
  121.500  -11.000   15.000    3.066
  121.500  -11.250   15.000    3.358
  121.750   -7.500   15.000    3.380
  121.750   -7.750   15.000    3.363
  121.750   -8.000   15.000    3.368
  121.750   -8.250   15.000    3.447
  121.750   -8.500   15.000    3.684
  121.750   -8.750   15.000    3.895
  121.750   -9.000   15.000    3.698
  121.750   -9.250   15.000    3.432
  121.750   -9.500   15.000    3.484
  121.750   -9.750   15.000    3.301
  121.750  -10.000   15.000    2.915
  121.750  -10.250   15.000    2.622
  121.750  -10.500   15.000    2.584
  121.750  -10.750   15.000    2.812
  121.750  -11.000   15.000    3.093
  121.750  -11.250   15.000    3.365
  122.000   -7.500   15.000    3.366
  122.000   -7.750   15.000    3.299
  122.000   -8.000   15.000    3.247
  122.000   -8.250   15.000    3.277
  122.000   -8.500   15.000    3.508
  122.000   -8.750   15.000    3.735
  122.000   -9.000   15.000    3.560
  122.000   -9.250   15.000    3.417
  122.000   -9.500   15.000    3.514
  122.000   -9.750   15.000    3.330
  122.000  -10.000   15.000    3.000
  122.000  -10.250   15.000    2.791
  122.000  -10.500   15.000    2.798
  122.000  -10.750   15.000    2.957
  122.000  -11.000   15.000    3.165
  122.000  -11.250   15.000    3.382
  122.250   -7.500   15.000    3.362
  122.250   -7.750   15.000    3.282
  122.250   -8.000   15.000    3.209
  122.250   -8.250   15.000    3.204
  122.250   -8.500   15.000    3.340
  122.250   -8.750   15.000    3.530
  122.250   -9.000   15.000    3.439
  122.250   -9.250   15.000    3.450
  122.250   -9.500   15.000    3.542
  122.250   -9.750   15.000    3.309
  122.250  -10.000   15.000    3.009
  122.250  -10.250   15.000    2.888
  122.250  -10.500   15.000    2.953
  122.250  -10.750   15.000    3.073
  122.250  -11.000   15.000    3.226
  122.250  -11.250   15.000    3.391
  122.500   -7.500   15.000    3.371
  122.500   -7.750   15.000    3.319
  122.500   -8.000   15.000    3.275
  122.500   -8.250   15.000    3.293
  122.500   -8.500   15.000    3.335
  122.500   -8.750   15.000    3.488
  122.500   -9.000   15.000    3.478
  122.500   -9.250   15.000    3.580
  122.500   -9.500   15.000    3.607
  122.500   -9.750   15.000    3.304
  122.500  -10.000   15.000    3.017
  122.500  -10.250   15.000    2.946
  122.500  -10.500   15.000    3.012
  122.500  -10.750   15.000    3.119
  122.500  -11.000   15.000    3.252
  122.500  -11.250   15.000    3.386
  122.750   -7.500   15.000    3.384
  122.750   -7.750   15.000    3.378
  122.750   -8.000   15.000    3.372
  122.750   -8.250   15.000    3.399
  122.750   -8.500   15.000    3.374
  122.750   -8.750   15.000    3.557
  122.750   -9.000   15.000    3.632
  122.750   -9.250   15.000    3.779
  122.750   -9.500   15.000    3.742
  122.750   -9.750   15.000    3.396
  122.750  -10.000   15.000    3.127
  122.750  -10.250   15.000    3.068
  122.750  -10.500   15.000    3.090
  122.750  -10.750   15.000    3.162
  122.750  -11.000   15.000    3.272
  122.750  -11.250   15.000    3.376
  123.000   -7.500   15.000    3.397
  123.000   -7.750   15.000    3.441
  123.000   -8.000   15.000    3.467
  123.000   -8.250   15.000    3.434
  123.000   -8.500   15.000    3.267
  123.000   -8.750   15.000    3.497
  123.000   -9.000   15.000    3.728
  123.000   -9.250   15.000    3.928
  123.000   -9.500   15.000    3.850
  123.000   -9.750   15.000    3.501
  123.000  -10.000   15.000    3.279
  123.000  -10.250   15.000    3.242
  123.000  -10.500   15.000    3.253
  123.000  -10.750   15.000    3.283
  123.000  -11.000   15.000    3.335
  123.000  -11.250   15.000    3.384
  123.250   -7.500   15.000    3.407
  123.250   -7.750   15.000    3.494
  123.250   -8.000   15.000    3.564
  123.250   -8.250   15.000    3.530
  123.250   -8.500   15.000    3.271
  123.250   -8.750   15.000    3.393
  123.250   -9.000   15.000    3.728
  123.250   -9.250   15.000    3.947
  123.250   -9.500   15.000    3.812
  123.250   -9.750   15.000    3.482
  123.250  -10.000   15.000    3.330
  123.250  -10.250   15.000    3.345
  123.250  -10.500   15.000    3.390
  123.250  -10.750   15.000    3.407
  123.250  -11.000   15.000    3.407
  123.250  -11.250   15.000    3.397
  123.500   -7.500   15.000    3.405
  123.500   -7.750   15.000    3.508
  123.500   -8.000   15.000    3.589
  123.500   -8.250   15.000    3.583
  123.500   -8.500   15.000    3.388
  123.500   -8.750   15.000    3.424
  123.500   -9.000   15.000    3.697
  123.500   -9.250   15.000    3.796
  123.500   -9.500   15.000    3.539
  123.500   -9.750   15.000    3.229
  123.500  -10.000   15.000    3.185
  123.500  -10.250   15.000    3.305
  123.500  -10.500   15.000    3.431
  123.500  -10.750   15.000    3.471
  123.500  -11.000   15.000    3.449
  123.500  -11.250   15.000    3.406
  123.750   -7.500   15.000    3.393
  123.750   -7.750   15.000    3.474
  123.750   -8.000   15.000    3.526
  123.750   -8.250   15.000    3.523
  123.750   -8.500   15.000    3.437
  123.750   -8.750   15.000    3.507
  123.750   -9.000   15.000    3.684
  123.750   -9.250   15.000    3.585
  123.750   -9.500   15.000    3.107
  123.750   -9.750   15.000    2.779
  123.750  -10.000   15.000    2.888
  123.750  -10.250   15.000    3.159
  123.750  -10.500   15.000    3.384
  123.750  -10.750   15.000    3.465
  123.750  -11.000   15.000    3.455
  123.750  -11.250   15.000    3.407
  124.000   -7.500   15.000    3.380
  124.000   -7.750   15.000    3.420
  124.000   -8.000   15.000    3.422
  124.000   -8.250   15.000    3.404
  124.000   -8.500   15.000    3.408
  124.000   -8.750   15.000    3.599
  124.000   -9.000   15.000    3.742
  124.000   -9.250   15.000    3.477
  124.000   -9.500   15.000    2.810
  124.000   -9.750   15.000    2.500
  124.000  -10.000   15.000    2.615
  124.000  -10.250   15.000    3.001
  124.000  -10.500   15.000    3.293
  124.000  -10.750   15.000    3.416
  124.000  -11.000   15.000    3.434
  124.000  -11.250   15.000    3.404
  124.250   -7.500   15.000    3.373
  124.250   -7.750   15.000    3.392
  124.250   -8.000   15.000    3.358
  124.250   -8.250   15.000    3.315
  124.250   -8.500   15.000    3.337
  124.250   -8.750   15.000    3.647
  124.250   -9.000   15.000    3.795
  124.250   -9.250   15.000    3.405
  124.250   -9.500   15.000    2.718
  124.250   -9.750   15.000    2.500
  124.250  -10.000   15.000    2.500
  124.250  -10.250   15.000    2.909
  124.250  -10.500   15.000    3.217
  124.250  -10.750   15.000    3.363
  124.250  -11.000   15.000    3.407
  124.250  -11.250   15.000    3.400
  124.500   -7.500   15.000    3.380
  124.500   -7.750   15.000    3.421
  124.500   -8.000   15.000    3.396
  124.500   -8.250   15.000    3.331
  124.500   -8.500   15.000    3.378
  124.500   -8.750   15.000    3.779
  124.500   -9.000   15.000    3.820
  124.500   -9.250   15.000    3.235
  124.500   -9.500   15.000    2.636
  124.500   -9.750   15.000    2.500
  124.500  -10.000   15.000    2.565
  124.500  -10.250   15.000    2.933
  124.500  -10.500   15.000    3.201
  124.500  -10.750   15.000    3.339
  124.500  -11.000   15.000    3.391
  124.500  -11.250   15.000    3.398
  124.750   -7.500   15.000    3.397
  124.750   -7.750   15.000    3.502
  124.750   -8.000   15.000    3.517
  124.750   -8.250   15.000    3.422
  124.750   -8.500   15.000    3.470
  124.750   -8.750   15.000    3.861
  124.750   -9.000   15.000    3.661
  124.750   -9.250   15.000    3.010
  124.750   -9.500   15.000    2.702
  124.750   -9.750   15.000    2.686
  124.750  -10.000   15.000    2.869
  124.750  -10.250   15.000    3.099
  124.750  -10.500   15.000    3.262
  124.750  -10.750   15.000    3.354
  124.750  -11.000   15.000    3.392
  124.750  -11.250   15.000    3.398
  125.000   -7.500   15.000    3.418
  125.000   -7.750   15.000    3.619
  125.000   -8.000   15.000    3.707
  125.000   -8.250   15.000    3.599
  125.000   -8.500   15.000    3.520
  125.000   -8.750   15.000    3.664
  125.000   -9.000   15.000    3.187
  125.000   -9.250   15.000    2.700
  125.000   -9.500   15.000    2.746
  125.000   -9.750   15.000    2.955
  125.000  -10.000   15.000    3.140
  125.000  -10.250   15.000    3.265
  125.000  -10.500   15.000    3.343
  125.000  -10.750   15.000    3.387
  125.000  -11.000   15.000    3.401
  125.000  -11.250   15.000    3.398
  125.250   -7.500   15.000    3.440
  125.250   -7.750   15.000    3.743
  125.250   -8.000   15.000    3.918
  125.250   -8.250   15.000    3.815
  125.250   -8.500   15.000    3.499
  125.250   -8.750   15.000    3.359
  125.250   -9.000   15.000    2.872
  125.250   -9.250   15.000    2.629
  125.250   -9.500   15.000    2.846
  125.250   -9.750   15.000    3.127
  125.250  -10.000   15.000    3.292
  125.250  -10.250   15.000    3.367
  125.250  -10.500   15.000    3.400
  125.250  -10.750   15.000    3.412
  125.250  -11.000   15.000    3.409
  125.250  -11.250   15.000    3.395
  125.500   -7.500   15.000    3.458
  125.500   -7.750   15.000    3.834
  125.500   -8.000   15.000    4.079
  125.500   -8.250   15.000    3.992
  125.500   -8.500   15.000    3.497
  125.500   -8.750   15.000    3.185
  125.500   -9.000   15.000    2.835
  125.500   -9.250   15.000    2.759
  125.500   -9.500   15.000    2.991
  125.500   -9.750   15.000    3.231
  125.500  -10.000   15.000    3.362
  125.500  -10.250   15.000    3.414
  125.500  -10.500   15.000    3.427
  125.500  -10.750   15.000    3.422
  125.500  -11.000   15.000    3.409
  125.500  -11.250   15.000    3.391
  125.750   -7.500   15.000    3.468
  125.750   -7.750   15.000    3.861
  125.750   -8.000   15.000    4.137
  125.750   -8.250   15.000    4.083
  125.750   -8.500   15.000    3.469
  125.750   -8.750   15.000    2.943
  125.750   -9.000   15.000    2.753
  125.750   -9.250   15.000    2.841
  125.750   -9.500   15.000    3.080
  125.750   -9.750   15.000    3.277
  125.750  -10.000   15.000    3.386
  125.750  -10.250   15.000    3.427
  125.750  -10.500   15.000    3.430
  125.750  -10.750   15.000    3.420
  125.750  -11.000   15.000    3.403
  125.750  -11.250   15.000    3.388
  126.000   -7.500   15.000    3.463
  126.000   -7.750   15.000    3.808
  126.000   -8.000   15.000    4.059
  126.000   -8.250   15.000    4.016
  126.000   -8.500   15.000    3.342
  126.000   -8.750   15.000    2.627
  126.000   -9.000   15.000    2.603
  126.000   -9.250   15.000    2.838
  126.000   -9.500   15.000    3.102
  126.000   -9.750   15.000    3.291
  126.000  -10.000   15.000    3.391
  126.000  -10.250   15.000    3.425
  126.000  -10.500   15.000    3.425
  126.000  -10.750   15.000    3.411
  126.000  -11.000   15.000    3.396
  126.000  -11.250   15.000    3.386
  126.250   -7.500   15.000    3.445
  126.250   -7.750   15.000    3.687
  126.250   -8.000   15.000    3.857
  126.250   -8.250   15.000    3.801
  126.250   -8.500   15.000    3.214
  126.250   -8.750   15.000    2.520
  126.250   -9.000   15.000    2.542
  126.250   -9.250   15.000    2.842
  126.250   -9.500   15.000    3.120
  126.250   -9.750   15.000    3.305
  126.250  -10.000   15.000    3.397
  126.250  -10.250   15.000    3.425
  126.250  -10.500   15.000    3.420
  126.250  -10.750   15.000    3.403
  126.250  -11.000   15.000    3.389
  126.250  -11.250   15.000    3.386
  126.500   -7.500   15.000    3.421
  126.500   -7.750   15.000    3.541
  126.500   -8.000   15.000    3.599
  126.500   -8.250   15.000    3.491
  126.500   -8.500   15.000    3.068
  126.500   -8.750   15.000    2.639
  126.500   -9.000   15.000    2.676
  126.500   -9.250   15.000    2.933
  126.500   -9.500   15.000    3.177
  126.500   -9.750   15.000    3.337
  126.500  -10.000   15.000    3.410
  126.500  -10.250   15.000    3.426
  126.500  -10.500   15.000    3.414
  126.500  -10.750   15.000    3.394
  126.500  -11.000   15.000    3.384
  126.500  -11.250   15.000    3.387
  126.750   -7.500   15.000    3.402
  126.750   -7.750   15.000    3.426
  126.750   -8.000   15.000    3.397
  126.750   -8.250   15.000    3.256
  126.750   -8.500   15.000    2.982
  126.750   -8.750   15.000    2.808
  126.750   -9.000   15.000    2.882
  126.750   -9.250   15.000    3.075
  126.750   -9.500   15.000    3.260
  126.750   -9.750   15.000    3.377
  126.750  -10.000   15.000    3.423
  126.750  -10.250   15.000    3.424
  126.750  -10.500   15.000    3.405
  126.750  -10.750   15.000    3.387
  126.750  -11.000   15.000    3.382
  126.750  -11.250   15.000    3.389
  127.000   -7.500   15.000    3.393
  127.000   -7.750   15.000    3.371
  127.000   -8.000   15.000    3.313
  127.000   -8.250   15.000    3.192
  127.000   -8.500   15.000    3.040
  127.000   -8.750   15.000    2.994
  127.000   -9.000   15.000    3.078
  127.000   -9.250   15.000    3.216
  127.000   -9.500   15.000    3.340
  127.000   -9.750   15.000    3.410
  127.000  -10.000   15.000    3.428
  127.000  -10.250   15.000    3.416
  127.000  -10.500   15.000    3.395
  127.000  -10.750   15.000    3.383
  127.000  -11.000   15.000    3.384
  127.000  -11.250   15.000    3.391
  127.250   -7.500   15.000    3.391
  127.250   -7.750   15.000    3.364
  127.250   -8.000   15.000    3.317
  127.250   -8.250   15.000    3.244
  127.250   -8.500   15.000    3.175
  127.250   -8.750   15.000    3.174
  127.250   -9.000   15.000    3.239
  127.250   -9.250   15.000    3.326
  127.250   -9.500   15.000    3.395
  127.250   -9.750   15.000    3.425
  127.250  -10.000   15.000    3.422
  127.250  -10.250   15.000    3.404
  127.250  -10.500   15.000    3.388
  127.250  -10.750   15.000    3.384
  127.250  -11.000   15.000    3.388
  127.250  -11.250   15.000    3.391
  127.500   -7.500   15.000    3.393
  127.500   -7.750   15.000    3.378
  127.500   -8.000   15.000    3.354
  127.500   -8.250   15.000    3.320
  127.500   -8.500   15.000    3.295
  127.500   -8.750   15.000    3.305
  127.500   -9.000   15.000    3.344
  127.500   -9.250   15.000    3.390
  127.500   -9.500   15.000    3.418
  127.500   -9.750   15.000    3.422
  127.500  -10.000   15.000    3.409
  127.500  -10.250   15.000    3.393
  127.500  -10.500   15.000    3.385
  127.500  -10.750   15.000    3.386
  127.500  -11.000   15.000    3.390
  127.500  -11.250   15.000    3.391
  127.750   -7.500   15.000    3.394
  127.750   -7.750   15.000    3.392
  127.750   -8.000   15.000    3.385
  127.750   -8.250   15.000    3.374
  127.750   -8.500   15.000    3.369
  127.750   -8.750   15.000    3.377
  127.750   -9.000   15.000    3.395
  127.750   -9.250   15.000    3.412
  127.750   -9.500   15.000    3.417
  127.750   -9.750   15.000    3.409
  127.750  -10.000   15.000    3.397
  127.750  -10.250   15.000    3.387
  127.750  -10.500   15.000    3.385
  127.750  -10.750   15.000    3.388
  127.750  -11.000   15.000    3.391
  127.750  -11.250   15.000    3.390
  128.000   -7.500   15.000    3.393
  128.000   -7.750   15.000    3.398
  128.000   -8.000   15.000    3.400
  128.000   -8.250   15.000    3.399
  128.000   -8.500   15.000    3.399
  128.000   -8.750   15.000    3.402
  128.000   -9.000   15.000    3.408
  128.000   -9.250   15.000    3.410
  128.000   -9.500   15.000    3.406
  128.000   -9.750   15.000    3.397
  128.000  -10.000   15.000    3.388
  128.000  -10.250   15.000    3.385
  128.000  -10.500   15.000    3.387
  128.000  -10.750   15.000    3.390
  128.000  -11.000   15.000    3.391
  128.000  -11.250   15.000    3.390
  128.250   -7.500   15.000    3.391
  128.250   -7.750   15.000    3.396
  128.250   -8.000   15.000    3.400
  128.250   -8.250   15.000    3.401
  128.250   -8.500   15.000    3.402
  128.250   -8.750   15.000    3.402
  128.250   -9.000   15.000    3.402
  128.250   -9.250   15.000    3.400
  128.250   -9.500   15.000    3.395
  128.250   -9.750   15.000    3.390
  128.250  -10.000   15.000    3.387
  128.250  -10.250   15.000    3.387
  128.250  -10.500   15.000    3.389
  128.250  -10.750   15.000    3.391
  128.250  -11.000   15.000    3.391
  128.250  -11.250   15.000    3.390
  128.500   -7.500   15.000    3.390
  128.500   -7.750   15.000    3.391
  128.500   -8.000   15.000    3.392
  128.500   -8.250   15.000    3.393
  128.500   -8.500   15.000    3.392
  128.500   -8.750   15.000    3.392
  128.500   -9.000   15.000    3.391
  128.500   -9.250   15.000    3.390
  128.500   -9.500   15.000    3.388
  128.500   -9.750   15.000    3.388
  128.500  -10.000   15.000    3.389
  128.500  -10.250   15.000    3.390
  128.500  -10.500   15.000    3.391
  128.500  -10.750   15.000    3.390
  128.500  -11.000   15.000    3.390
  128.500  -11.250   15.000    3.390
  117.500   -7.500   20.000    3.630
  117.500   -7.750   20.000    3.630
  117.500   -8.000   20.000    3.631
  117.500   -8.250   20.000    3.633
  117.500   -8.500   20.000    3.635
  117.500   -8.750   20.000    3.634
  117.500   -9.000   20.000    3.627
  117.500   -9.250   20.000    3.628
  117.500   -9.500   20.000    3.631
  117.500   -9.750   20.000    3.633
  117.500  -10.000   20.000    3.633
  117.500  -10.250   20.000    3.632
  117.500  -10.500   20.000    3.631
  117.500  -10.750   20.000    3.630
  117.500  -11.000   20.000    3.630
  117.500  -11.250   20.000    3.630
  117.750   -7.500   20.000    3.630
  117.750   -7.750   20.000    3.630
  117.750   -8.000   20.000    3.627
  117.750   -8.250   20.000    3.619
  117.750   -8.500   20.000    3.603
  117.750   -8.750   20.000    3.578
  117.750   -9.000   20.000    3.555
