################################################
# A 3-D crustal shear wave velocity model in the Banda Arc collision zone from ambient noise tomography
# Please cite the original work behind this Earth model in the following:
# Zhang, P., and Miller, M.S., (2020) Seismic imaging of the subducted Australian Continental Margin beneath Timor and the Banda Arc collision zone, Accepted by GRL on November 24, 2020
####
# longitude	latitude	depth(km)	Vsv(km/s)
  123.000  -10.000   30.000    3.283
  123.000  -10.250   30.000    3.351
  123.000  -10.500   30.000    3.501
  123.000  -10.750   30.000    3.664
  123.000  -11.000   30.000    3.787
  123.000  -11.250   30.000    3.861
  123.250   -7.500   30.000    3.875
  123.250   -7.750   30.000    3.994
  123.250   -8.000   30.000    4.082
  123.250   -8.250   30.000    4.065
  123.250   -8.500   30.000    3.985
  123.250   -8.750   30.000    4.218
  123.250   -9.000   30.000    4.372
  123.250   -9.250   30.000    4.200
  123.250   -9.500   30.000    3.711
  123.250   -9.750   30.000    3.329
  123.250  -10.000   30.000    3.297
  123.250  -10.250   30.000    3.458
  123.250  -10.500   30.000    3.626
  123.250  -10.750   30.000    3.760
  123.250  -11.000   30.000    3.837
  123.250  -11.250   30.000    3.870
  123.500   -7.500   30.000    3.881
  123.500   -7.750   30.000    4.033
  123.500   -8.000   30.000    4.166
  123.500   -8.250   30.000    4.228
  123.500   -8.500   30.000    4.222
  123.500   -8.750   30.000    4.287
  123.500   -9.000   30.000    4.291
  123.500   -9.250   30.000    4.034
  123.500   -9.500   30.000    3.482
  123.500   -9.750   30.000    3.176
  123.500  -10.000   30.000    3.294
  123.500  -10.250   30.000    3.543
  123.500  -10.500   30.000    3.736
  123.500  -10.750   30.000    3.845
  123.500  -11.000   30.000    3.881
  123.500  -11.250   30.000    3.875
  123.750   -7.500   30.000    3.884
  123.750   -7.750   30.000    4.052
  123.750   -8.000   30.000    4.194
  123.750   -8.250   30.000    4.269
  123.750   -8.500   30.000    4.254
  123.750   -8.750   30.000    4.203
  123.750   -9.000   30.000    4.082
  123.750   -9.250   30.000    3.793
  123.750   -9.500   30.000    3.274
  123.750   -9.750   30.000    3.073
  123.750  -10.000   30.000    3.332
  123.750  -10.250   30.000    3.624
  123.750  -10.500   30.000    3.814
  123.750  -10.750   30.000    3.895
  123.750  -11.000   30.000    3.900
  123.750  -11.250   30.000    3.872
  124.000   -7.500   30.000    3.885
  124.000   -7.750   30.000    4.059
  124.000   -8.000   30.000    4.184
  124.000   -8.250   30.000    4.217
  124.000   -8.500   30.000    4.106
  124.000   -8.750   30.000    3.990
  124.000   -9.000   30.000    3.821
  124.000   -9.250   30.000    3.578
  124.000   -9.500   30.000    3.272
  124.000   -9.750   30.000    3.229
  124.000  -10.000   30.000    3.516
  124.000  -10.250   30.000    3.747
  124.000  -10.500   30.000    3.873
  124.000  -10.750   30.000    3.910
  124.000  -11.000   30.000    3.898
  124.000  -11.250   30.000    3.865
  124.250   -7.500   30.000    3.890
  124.250   -7.750   30.000    4.086
  124.250   -8.000   30.000    4.203
  124.250   -8.250   30.000    4.167
  124.250   -8.500   30.000    3.865
  124.250   -8.750   30.000    3.640
  124.250   -9.000   30.000    3.508
  124.250   -9.250   30.000    3.410
  124.250   -9.500   30.000    3.428
  124.250   -9.750   30.000    3.564
  124.250  -10.000   30.000    3.787
  124.250  -10.250   30.000    3.894
  124.250  -10.500   30.000    3.920
  124.250  -10.750   30.000    3.906
  124.250  -11.000   30.000    3.883
  124.250  -11.250   30.000    3.858
  124.500   -7.500   30.000    3.906
  124.500   -7.750   30.000    4.154
  124.500   -8.000   30.000    4.299
  124.500   -8.250   30.000    4.208
  124.500   -8.500   30.000    3.742
  124.500   -8.750   30.000    3.413
  124.500   -9.000   30.000    3.265
  124.500   -9.250   30.000    3.321
  124.500   -9.500   30.000    3.595
  124.500   -9.750   30.000    3.840
  124.500  -10.000   30.000    3.999
  124.500  -10.250   30.000    4.003
  124.500  -10.500   30.000    3.947
  124.500  -10.750   30.000    3.895
  124.500  -11.000   30.000    3.867
  124.500  -11.250   30.000    3.855
  124.750   -7.500   30.000    3.923
  124.750   -7.750   30.000    4.234
  124.750   -8.000   30.000    4.417
  124.750   -8.250   30.000    4.275
  124.750   -8.500   30.000    3.712
  124.750   -8.750   30.000    3.353
  124.750   -9.000   30.000    3.191
  124.750   -9.250   30.000    3.384
  124.750   -9.500   30.000    3.813
  124.750   -9.750   30.000    4.097
  124.750  -10.000   30.000    4.152
  124.750  -10.250   30.000    4.063
  124.750  -10.500   30.000    3.955
  124.750  -10.750   30.000    3.884
  124.750  -11.000   30.000    3.857
  124.750  -11.250   30.000    3.855
  125.000   -7.500   30.000    3.931
  125.000   -7.750   30.000    4.295
  125.000   -8.000   30.000    4.507
  125.000   -8.250   30.000    4.334
  125.000   -8.500   30.000    3.739
  125.000   -8.750   30.000    3.379
  125.000   -9.000   30.000    3.167
  125.000   -9.250   30.000    3.382
  125.000   -9.500   30.000    3.864
  125.000   -9.750   30.000    4.151
  125.000  -10.000   30.000    4.162
  125.000  -10.250   30.000    4.053
  125.000  -10.500   30.000    3.942
  125.000  -10.750   30.000    3.875
  125.000  -11.000   30.000    3.854
  125.000  -11.250   30.000    3.857
  125.250   -7.500   30.000    3.931
  125.250   -7.750   30.000    4.313
  125.250   -8.000   30.000    4.542
  125.250   -8.250   30.000    4.388
  125.250   -8.500   30.000    3.830
  125.250   -8.750   30.000    3.509
  125.250   -9.000   30.000    3.290
  125.250   -9.250   30.000    3.434
  125.250   -9.500   30.000    3.824
  125.250   -9.750   30.000    4.057
  125.250  -10.000   30.000    4.074
  125.250  -10.250   30.000    3.994
  125.250  -10.500   30.000    3.914
  125.250  -10.750   30.000    3.869
  125.250  -11.000   30.000    3.857
  125.250  -11.250   30.000    3.859
  125.500   -7.500   30.000    3.922
  125.500   -7.750   30.000    4.262
  125.500   -8.000   30.000    4.466
  125.500   -8.250   30.000    4.338
  125.500   -8.500   30.000    3.851
  125.500   -8.750   30.000    3.658
  125.500   -9.000   30.000    3.511
  125.500   -9.250   30.000    3.577
  125.500   -9.500   30.000    3.812
  125.500   -9.750   30.000    3.962
  125.500  -10.000   30.000    3.978
  125.500  -10.250   30.000    3.932
  125.500  -10.500   30.000    3.887
  125.500  -10.750   30.000    3.866
  125.500  -11.000   30.000    3.860
  125.500  -11.250   30.000    3.860
  125.750   -7.500   30.000    3.900
  125.750   -7.750   30.000    4.132
  125.750   -8.000   30.000    4.242
  125.750   -8.250   30.000    4.098
  125.750   -8.500   30.000    3.699
  125.750   -8.750   30.000    3.680
  125.750   -9.000   30.000    3.664
  125.750   -9.250   30.000    3.697
  125.750   -9.500   30.000    3.823
  125.750   -9.750   30.000    3.905
  125.750  -10.000   30.000    3.915
  125.750  -10.250   30.000    3.891
  125.750  -10.500   30.000    3.872
  125.750  -10.750   30.000    3.866
  125.750  -11.000   30.000    3.863
  125.750  -11.250   30.000    3.860
  126.000   -7.500   30.000    3.873
  126.000   -7.750   30.000    3.956
  126.000   -8.000   30.000    3.937
  126.000   -8.250   30.000    3.746
  126.000   -8.500   30.000    3.434
  126.000   -8.750   30.000    3.544
  126.000   -9.000   30.000    3.690
  126.000   -9.250   30.000    3.755
  126.000   -9.500   30.000    3.835
  126.000   -9.750   30.000    3.882
  126.000  -10.000   30.000    3.887
  126.000  -10.250   30.000    3.876
  126.000  -10.500   30.000    3.870
  126.000  -10.750   30.000    3.867
  126.000  -11.000   30.000    3.863
  126.000  -11.250   30.000    3.858
  126.250   -7.500   30.000    3.851
  126.250   -7.750   30.000    3.790
  126.250   -8.000   30.000    3.646
  126.250   -8.250   30.000    3.399
  126.250   -8.500   30.000    3.182
  126.250   -8.750   30.000    3.364
  126.250   -9.000   30.000    3.615
  126.250   -9.250   30.000    3.747
  126.250   -9.500   30.000    3.834
  126.250   -9.750   30.000    3.878
  126.250  -10.000   30.000    3.885
  126.250  -10.250   30.000    3.879
  126.250  -10.500   30.000    3.874
  126.250  -10.750   30.000    3.867
  126.250  -11.000   30.000    3.860
  126.250  -11.250   30.000    3.857
  126.500   -7.500   30.000    3.840
  126.500   -7.750   30.000    3.680
  126.500   -8.000   30.000    3.455
  126.500   -8.250   30.000    3.174
  126.500   -8.500   30.000    3.033
  126.500   -8.750   30.000    3.235
  126.500   -9.000   30.000    3.517
  126.500   -9.250   30.000    3.709
  126.500   -9.500   30.000    3.826
  126.500   -9.750   30.000    3.880
  126.500  -10.000   30.000    3.891
  126.500  -10.250   30.000    3.886
  126.500  -10.500   30.000    3.875
  126.500  -10.750   30.000    3.862
  126.500  -11.000   30.000    3.855
  126.500  -11.250   30.000    3.858
  126.750   -7.500   30.000    3.842
  126.750   -7.750   30.000    3.651
  126.750   -8.000   30.000    3.413
  126.750   -8.250   30.000    3.150
  126.750   -8.500   30.000    3.048
  126.750   -8.750   30.000    3.237
  126.750   -9.000   30.000    3.500
  126.750   -9.250   30.000    3.703
  126.750   -9.500   30.000    3.829
  126.750   -9.750   30.000    3.885
  126.750  -10.000   30.000    3.895
  126.750  -10.250   30.000    3.885
  126.750  -10.500   30.000    3.868
  126.750  -10.750   30.000    3.855
  126.750  -11.000   30.000    3.853
  126.750  -11.250   30.000    3.859
  127.000   -7.500   30.000    3.852
  127.000   -7.750   30.000    3.690
  127.000   -8.000   30.000    3.499
  127.000   -8.250   30.000    3.301
  127.000   -8.500   30.000    3.225
  127.000   -8.750   30.000    3.367
  127.000   -9.000   30.000    3.573
  127.000   -9.250   30.000    3.743
  127.000   -9.500   30.000    3.848
  127.000   -9.750   30.000    3.891
  127.000  -10.000   30.000    3.892
  127.000  -10.250   30.000    3.878
  127.000  -10.500   30.000    3.860
  127.000  -10.750   30.000    3.852
  127.000  -11.000   30.000    3.855
  127.000  -11.250   30.000    3.861
  127.250   -7.500   30.000    3.863
  127.250   -7.750   30.000    3.759
  127.250   -8.000   30.000    3.640
  127.250   -8.250   30.000    3.526
  127.250   -8.500   30.000    3.485
  127.250   -8.750   30.000    3.565
  127.250   -9.000   30.000    3.693
  127.250   -9.250   30.000    3.804
  127.250   -9.500   30.000    3.871
  127.250   -9.750   30.000    3.892
  127.250  -10.000   30.000    3.885
  127.250  -10.250   30.000    3.869
  127.250  -10.500   30.000    3.856
  127.250  -10.750   30.000    3.854
  127.250  -11.000   30.000    3.858
  127.250  -11.250   30.000    3.861
  127.500   -7.500   30.000    3.869
  127.500   -7.750   30.000    3.821
  127.500   -8.000   30.000    3.765
  127.500   -8.250   30.000    3.711
  127.500   -8.500   30.000    3.693
  127.500   -8.750   30.000    3.731
  127.500   -9.000   30.000    3.796
  127.500   -9.250   30.000    3.854
  127.500   -9.500   30.000    3.885
  127.500   -9.750   30.000    3.887
  127.500  -10.000   30.000    3.875
  127.500  -10.250   30.000    3.862
  127.500  -10.500   30.000    3.855
  127.500  -10.750   30.000    3.857
  127.500  -11.000   30.000    3.860
  127.500  -11.250   30.000    3.861
  127.750   -7.500   30.000    3.870
  127.750   -7.750   30.000    3.860
  127.750   -8.000   30.000    3.843
  127.750   -8.250   30.000    3.824
  127.750   -8.500   30.000    3.817
  127.750   -8.750   30.000    3.831
  127.750   -9.000   30.000    3.858
  127.750   -9.250   30.000    3.879
  127.750   -9.500   30.000    3.886
  127.750   -9.750   30.000    3.879
  127.750  -10.000   30.000    3.867
  127.750  -10.250   30.000    3.857
  127.750  -10.500   30.000    3.856
  127.750  -10.750   30.000    3.858
  127.750  -11.000   30.000    3.861
  127.750  -11.250   30.000    3.860
  128.000   -7.500   30.000    3.867
  128.000   -7.750   30.000    3.874
  128.000   -8.000   30.000    3.876
  128.000   -8.250   30.000    3.872
  128.000   -8.500   30.000    3.870
  128.000   -8.750   30.000    3.873
  128.000   -9.000   30.000    3.880
  128.000   -9.250   30.000    3.883
  128.000   -9.500   30.000    3.879
  128.000   -9.750   30.000    3.869
  128.000  -10.000   30.000    3.860
  128.000  -10.250   30.000    3.855
  128.000  -10.500   30.000    3.856
  128.000  -10.750   30.000    3.860
  128.000  -11.000   30.000    3.861
  128.000  -11.250   30.000    3.860
  128.250   -7.500   30.000    3.862
  128.250   -7.750   30.000    3.872
  128.250   -8.000   30.000    3.877
  128.250   -8.250   30.000    3.878
  128.250   -8.500   30.000    3.877
  128.250   -8.750   30.000    3.877
  128.250   -9.000   30.000    3.876
  128.250   -9.250   30.000    3.874
  128.250   -9.500   30.000    3.868
  128.250   -9.750   30.000    3.862
  128.250  -10.000   30.000    3.857
  128.250  -10.250   30.000    3.856
  128.250  -10.500   30.000    3.858
  128.250  -10.750   30.000    3.860
  128.250  -11.000   30.000    3.861
  128.250  -11.250   30.000    3.860
  128.500   -7.500   30.000    3.860
  128.500   -7.750   30.000    3.862
  128.500   -8.000   30.000    3.864
  128.500   -8.250   30.000    3.864
  128.500   -8.500   30.000    3.864
  128.500   -8.750   30.000    3.864
  128.500   -9.000   30.000    3.862
  128.500   -9.250   30.000    3.860
  128.500   -9.500   30.000    3.858
  128.500   -9.750   30.000    3.857
  128.500  -10.000   30.000    3.858
  128.500  -10.250   30.000    3.860
  128.500  -10.500   30.000    3.861
  128.500  -10.750   30.000    3.860
  128.500  -11.000   30.000    3.860
  128.500  -11.250   30.000    3.860
  117.500   -7.500   35.000    3.930
  117.500   -7.750   35.000    3.937
  117.500   -8.000   35.000    3.937
  117.500   -8.250   35.000    3.927
  117.500   -8.500   35.000    3.905
  117.500   -8.750   35.000    3.876
  117.500   -9.000   35.000    3.888
  117.500   -9.250   35.000    3.916
  117.500   -9.500   35.000    3.933
  117.500   -9.750   35.000    3.939
  117.500  -10.000   35.000    3.938
  117.500  -10.250   35.000    3.933
  117.500  -10.500   35.000    3.930
  117.500  -10.750   35.000    3.929
  117.500  -11.000   35.000    3.930
  117.500  -11.250   35.000    3.930
  117.750   -7.500   35.000    3.937
  117.750   -7.750   35.000    3.920
  117.750   -8.000   35.000    3.872
  117.750   -8.250   35.000    3.780
  117.750   -8.500   35.000    3.658
  117.750   -8.750   35.000    3.562
  117.750   -9.000   35.000    3.596
  117.750   -9.250   35.000    3.712
  117.750   -9.500   35.000    3.824
  117.750   -9.750   35.000    3.900
  117.750  -10.000   35.000    3.936
  117.750  -10.250   35.000    3.943
  117.750  -10.500   35.000    3.938
  117.750  -10.750   35.000    3.932
  117.750  -11.000   35.000    3.930
  117.750  -11.250   35.000    3.930
  118.000   -7.500   35.000    3.944
  118.000   -7.750   35.000    3.907
  118.000   -8.000   35.000    3.817
  118.000   -8.250   35.000    3.649
  118.000   -8.500   35.000    3.431
  118.000   -8.750   35.000    3.262
  118.000   -9.000   35.000    3.327
  118.000   -9.250   35.000    3.534
  118.000   -9.500   35.000    3.733
  118.000   -9.750   35.000    3.869
  118.000  -10.000   35.000    3.934
  118.000  -10.250   35.000    3.950
  118.000  -10.500   35.000    3.943
  118.000  -10.750   35.000    3.934
  118.000  -11.000   35.000    3.930
  118.000  -11.250   35.000    3.929
  118.250   -7.500   35.000    3.950
  118.250   -7.750   35.000    3.896
  118.250   -8.000   35.000    3.772
  118.250   -8.250   35.000    3.548
  118.250   -8.500   35.000    3.261
  118.250   -8.750   35.000    3.048
  118.250   -9.000   35.000    3.146
  118.250   -9.250   35.000    3.419
  118.250   -9.500   35.000    3.678
  118.250   -9.750   35.000    3.852
  118.250  -10.000   35.000    3.934
  118.250  -10.250   35.000    3.953
  118.250  -10.500   35.000    3.944
  118.250  -10.750   35.000    3.933
  118.250  -11.000   35.000    3.929
  118.250  -11.250   35.000    3.929
  118.500   -7.500   35.000    3.953
  118.500   -7.750   35.000    3.885
  118.500   -8.000   35.000    3.741
  118.500   -8.250   35.000    3.486
  118.500   -8.500   35.000    3.167
  118.500   -8.750   35.000    2.947
  118.500   -9.000   35.000    3.080
  118.500   -9.250   35.000    3.389
  118.500   -9.500   35.000    3.675
  118.500   -9.750   35.000    3.859
  118.500  -10.000   35.000    3.941
  118.500  -10.250   35.000    3.954
  118.500  -10.500   35.000    3.941
  118.500  -10.750   35.000    3.929
  118.500  -11.000   35.000    3.927
  118.500  -11.250   35.000    3.929
  118.750   -7.500   35.000    3.952
  118.750   -7.750   35.000    3.875
  118.750   -8.000   35.000    3.722
  118.750   -8.250   35.000    3.465
  118.750   -8.500   35.000    3.152
  118.750   -8.750   35.000    2.960
  118.750   -9.000   35.000    3.133
  118.750   -9.250   35.000    3.458
  118.750   -9.500   35.000    3.735
  118.750   -9.750   35.000    3.898
  118.750  -10.000   35.000    3.959
  118.750  -10.250   35.000    3.957
  118.750  -10.500   35.000    3.936
  118.750  -10.750   35.000    3.922
  118.750  -11.000   35.000    3.922
  118.750  -11.250   35.000    3.930
  119.000   -7.500   35.000    3.947
  119.000   -7.750   35.000    3.865
  119.000   -8.000   35.000    3.717
  119.000   -8.250   35.000    3.482
  119.000   -8.500   35.000    3.210
  119.000   -8.750   35.000    3.078
  119.000   -9.000   35.000    3.301
  119.000   -9.250   35.000    3.626
  119.000   -9.500   35.000    3.855
  119.000   -9.750   35.000    3.962
  119.000  -10.000   35.000    3.986
  119.000  -10.250   35.000    3.963
  119.000  -10.500   35.000    3.933
  119.000  -10.750   35.000    3.917
  119.000  -11.000   35.000    3.918
  119.000  -11.250   35.000    3.929
  119.250   -7.500   35.000    3.939
  119.250   -7.750   35.000    3.860
  119.250   -8.000   35.000    3.731
  119.250   -8.250   35.000    3.537
  119.250   -8.500   35.000    3.329
  119.250   -8.750   35.000    3.276
  119.250   -9.000   35.000    3.556
  119.250   -9.250   35.000    3.867
  119.250   -9.500   35.000    3.999
  119.250   -9.750   35.000    4.023
  119.250  -10.000   35.000    4.006
  119.250  -10.250   35.000    3.968
  119.250  -10.500   35.000    3.933
  119.250  -10.750   35.000    3.916
  119.250  -11.000   35.000    3.916
  119.250  -11.250   35.000    3.928
  119.500   -7.500   35.000    3.930
  119.500   -7.750   35.000    3.867
  119.500   -8.000   35.000    3.770
  119.500   -8.250   35.000    3.631
  119.500   -8.500   35.000    3.489
  119.500   -8.750   35.000    3.507
  119.500   -9.000   35.000    3.825
  119.500   -9.250   35.000    4.078
  119.500   -9.500   35.000    4.070
  119.500   -9.750   35.000    4.025
  119.500  -10.000   35.000    3.998
  119.500  -10.250   35.000    3.964
  119.500  -10.500   35.000    3.936
  119.500  -10.750   35.000    3.922
  119.500  -11.000   35.000    3.921
  119.500  -11.250   35.000    3.928
  119.750   -7.500   35.000    3.925
  119.750   -7.750   35.000    3.894
  119.750   -8.000   35.000    3.843
  119.750   -8.250   35.000    3.764
  119.750   -8.500   35.000    3.671
  119.750   -8.750   35.000    3.707
  119.750   -9.000   35.000    3.985
  119.750   -9.250   35.000    4.101
  119.750   -9.500   35.000    3.985
  119.750   -9.750   35.000    3.952
  119.750  -10.000   35.000    3.960
  119.750  -10.250   35.000    3.948
  119.750  -10.500   35.000    3.934
  119.750  -10.750   35.000    3.929
  119.750  -11.000   35.000    3.928
  119.750  -11.250   35.000    3.931
  120.000   -7.500   35.000    3.925
  120.000   -7.750   35.000    3.940
  120.000   -8.000   35.000    3.948
  120.000   -8.250   35.000    3.937
  120.000   -8.500   35.000    3.880
  120.000   -8.750   35.000    3.856
  120.000   -9.000   35.000    3.999
  120.000   -9.250   35.000    3.979
  120.000   -9.500   35.000    3.858
  120.000   -9.750   35.000    3.903
  120.000  -10.000   35.000    3.927
  120.000  -10.250   35.000    3.918
  120.000  -10.500   35.000    3.915
  120.000  -10.750   35.000    3.921
  120.000  -11.000   35.000    3.929
  120.000  -11.250   35.000    3.937
  120.250   -7.500   35.000    3.930
  120.250   -7.750   35.000    3.993
  120.250   -8.000   35.000    4.065
  120.250   -8.250   35.000    4.127
  120.250   -8.500   35.000    4.117
  120.250   -8.750   35.000    4.002
  120.250   -9.000   35.000    4.035
  120.250   -9.250   35.000    3.959
  120.250   -9.500   35.000    3.899
  120.250   -9.750   35.000    3.942
  120.250  -10.000   35.000    3.884
  120.250  -10.250   35.000    3.852
  120.250  -10.500   35.000    3.859
  120.250  -10.750   35.000    3.885
  120.250  -11.000   35.000    3.914
  120.250  -11.250   35.000    3.941
  120.500   -7.500   35.000    3.934
  120.500   -7.750   35.000    4.032
  120.500   -8.000   35.000    4.144
  120.500   -8.250   35.000    4.240
  120.500   -8.500   35.000    4.222
  120.500   -8.750   35.000    4.038
  120.500   -9.000   35.000    4.148
  120.500   -9.250   35.000    4.117
  120.500   -9.500   35.000    4.058
  120.500   -9.750   35.000    3.932
  120.500  -10.000   35.000    3.773
  120.500  -10.250   35.000    3.735
  120.500  -10.500   35.000    3.764
  120.500  -10.750   35.000    3.821
  120.500  -11.000   35.000    3.882
  120.500  -11.250   35.000    3.941
  120.750   -7.500   35.000    3.936
  120.750   -7.750   35.000    4.044
  120.750   -8.000   35.000    4.164
  120.750   -8.250   35.000    4.261
  120.750   -8.500   35.000    4.215
  120.750   -8.750   35.000    3.973
  120.750   -9.000   35.000    4.217
  120.750   -9.250   35.000    4.333
  120.750   -9.500   35.000    4.319
  120.750   -9.750   35.000    4.028
  120.750  -10.000   35.000    3.727
  120.750  -10.250   35.000    3.640
  120.750  -10.500   35.000    3.669
  120.750  -10.750   35.000    3.748
  120.750  -11.000   35.000    3.841
  120.750  -11.250   35.000    3.936
  121.000   -7.500   35.000    3.934
  121.000   -7.750   35.000    4.024
  121.000   -8.000   35.000    4.120
  121.000   -8.250   35.000    4.185
  121.000   -8.500   35.000    4.103
  121.000   -8.750   35.000    3.843
  121.000   -9.000   35.000    4.163
  121.000   -9.250   35.000    4.432
  121.000   -9.500   35.000    4.571
  121.000   -9.750   35.000    4.262
  121.000  -10.000   35.000    3.813
  121.000  -10.250   35.000    3.620
  121.000  -10.500   35.000    3.616
  121.000  -10.750   35.000    3.698
  121.000  -11.000   35.000    3.810
  121.000  -11.250   35.000    3.930
  121.250   -7.500   35.000    3.930
  121.250   -7.750   35.000    3.976
  121.250   -8.000   35.000    4.028
  121.250   -8.250   35.000    4.055
  121.250   -8.500   35.000    3.986
  121.250   -8.750   35.000    3.821
  121.250   -9.000   35.000    4.121
  121.250   -9.250   35.000    4.388
  121.250   -9.500   35.000    4.595
  121.250   -9.750   35.000    4.356
  121.250  -10.000   35.000    3.919
  121.250  -10.250   35.000    3.666
  121.250  -10.500   35.000    3.626
  121.250  -10.750   35.000    3.694
  121.250  -11.000   35.000    3.804
  121.250  -11.250   35.000    3.929
  121.500   -7.500   35.000    3.922
  121.500   -7.750   35.000    3.919
  121.500   -8.000   35.000    3.923
  121.500   -8.250   35.000    3.932
  121.500   -8.500   35.000    3.951
  121.500   -8.750   35.000    3.974
  121.500   -9.000   35.000    4.193
  121.500   -9.250   35.000    4.354
  121.500   -9.500   35.000    4.473
  121.500   -9.750   35.000    4.267
  121.500  -10.000   35.000    3.963
  121.500  -10.250   35.000    3.761
  121.500  -10.500   35.000    3.706
  121.500  -10.750   35.000    3.746
  121.500  -11.000   35.000    3.832
  121.500  -11.250   35.000    3.933
  121.750   -7.500   35.000    3.914
  121.750   -7.750   35.000    3.876
  121.750   -8.000   35.000    3.845
  121.750   -8.250   35.000    3.849
  121.750   -8.500   35.000    3.953
  121.750   -8.750   35.000    4.082
  121.750   -9.000   35.000    4.205
  121.750   -9.250   35.000    4.297
  121.750   -9.500   35.000    4.374
  121.750   -9.750   35.000    4.197
  121.750  -10.000   35.000    3.987
  121.750  -10.250   35.000    3.877
  121.750  -10.500   35.000    3.835
  121.750  -10.750   35.000    3.839
  121.750  -11.000   35.000    3.883
  121.750  -11.250   35.000    3.942
  122.000   -7.500   35.000    3.912
  122.000   -7.750   35.000    3.871
  122.000   -8.000   35.000    3.837
  122.000   -8.250   35.000    3.854
  122.000   -8.500   35.000    4.001
  122.000   -8.750   35.000    4.130
  122.000   -9.000   35.000    4.157
  122.000   -9.250   35.000    4.192
  122.000   -9.500   35.000    4.251
  122.000   -9.750   35.000    4.113
  122.000  -10.000   35.000    3.967
  122.000  -10.250   35.000    3.914
  122.000  -10.500   35.000    3.908
  122.000  -10.750   35.000    3.906
  122.000  -11.000   35.000    3.924
  122.000  -11.250   35.000    3.950
  122.250   -7.500   35.000    3.921
  122.250   -7.750   35.000    3.911
  122.250   -8.000   35.000    3.916
  122.250   -8.250   35.000    3.973
  122.250   -8.500   35.000    4.084
  122.250   -8.750   35.000    4.166
  122.250   -9.000   35.000    4.154
  122.250   -9.250   35.000    4.144
  122.250   -9.500   35.000    4.133
  122.250   -9.750   35.000    3.954
  122.250  -10.000   35.000    3.797
  122.250  -10.250   35.000    3.760
  122.250  -10.500   35.000    3.829
  122.250  -10.750   35.000    3.891
  122.250  -11.000   35.000    3.928
  122.250  -11.250   35.000    3.948
  122.500   -7.500   35.000    3.935
  122.500   -7.750   35.000    3.969
  122.500   -8.000   35.000    4.030
  122.500   -8.250   35.000    4.128
  122.500   -8.500   35.000    4.136
  122.500   -8.750   35.000    4.204
  122.500   -9.000   35.000    4.208
  122.500   -9.250   35.000    4.133
  122.500   -9.500   35.000    4.007
  122.500   -9.750   35.000    3.750
  122.500  -10.000   35.000    3.571
  122.500  -10.250   35.000    3.561
  122.500  -10.500   35.000    3.692
  122.500  -10.750   35.000    3.824
  122.500  -11.000   35.000    3.902
  122.500  -11.250   35.000    3.940
  122.750   -7.500   35.000    3.941
  122.750   -7.750   35.000    4.003
  122.750   -8.000   35.000    4.078
  122.750   -8.250   35.000    4.138
  122.750   -8.500   35.000    4.047
  122.750   -8.750   35.000    4.203
  122.750   -9.000   35.000    4.255
  122.750   -9.250   35.000    4.121
  122.750   -9.500   35.000    3.869
  122.750   -9.750   35.000    3.553
  122.750  -10.000   35.000    3.411
  122.750  -10.250   35.000    3.461
  122.750  -10.500   35.000    3.614
  122.750  -10.750   35.000    3.772
  122.750  -11.000   35.000    3.878
  122.750  -11.250   35.000    3.932
  123.000   -7.500   35.000    3.936
  123.000   -7.750   35.000    4.007
  123.000   -8.000   35.000    4.057
  123.000   -8.250   35.000    4.033
  123.000   -8.500   35.000    3.939
  123.000   -8.750   35.000    4.203
  123.000   -9.000   35.000    4.283
  123.000   -9.250   35.000    4.083
  123.000   -9.500   35.000    3.709
  123.000   -9.750   35.000    3.386
  123.000  -10.000   35.000    3.338
  123.000  -10.250   35.000    3.469
  123.000  -10.500   35.000    3.637
  123.000  -10.750   35.000    3.788
  123.000  -11.000   35.000    3.885
  123.000  -11.250   35.000    3.933
  123.250   -7.500   35.000    3.936
  123.250   -7.750   35.000    4.029
  123.250   -8.000   35.000    4.100
  123.250   -8.250   35.000    4.108
  123.250   -8.500   35.000    4.105
  123.250   -8.750   35.000    4.302
  123.250   -9.000   35.000    4.299
  123.250   -9.250   35.000    4.021
  123.250   -9.500   35.000    3.548
  123.250   -9.750   35.000    3.272
  123.250  -10.000   35.000    3.339
  123.250  -10.250   35.000    3.548
  123.250  -10.500   35.000    3.726
  123.250  -10.750   35.000    3.852
  123.250  -11.000   35.000    3.918
  123.250  -11.250   35.000    3.940
  123.500   -7.500   35.000    3.941
  123.500   -7.750   35.000    4.065
  123.500   -8.000   35.000    4.177
  123.500   -8.250   35.000    4.256
  123.500   -8.500   35.000    4.319
  123.500   -8.750   35.000    4.370
  123.500   -9.000   35.000    4.236
  123.500   -9.250   35.000    3.902
  123.500   -9.500   35.000    3.395
  123.500   -9.750   35.000    3.202
  123.500  -10.000   35.000    3.392
  123.500  -10.250   35.000    3.655
  123.500  -10.500   35.000    3.832
  123.500  -10.750   35.000    3.924
  123.500  -11.000   35.000    3.950
  123.500  -11.250   35.000    3.943
  123.750   -7.500   35.000    3.945
  123.750   -7.750   35.000    4.086
  123.750   -8.000   35.000    4.206
  123.750   -8.250   35.000    4.286
  123.750   -8.500   35.000    4.319
  123.750   -8.750   35.000    4.254
  123.750   -9.000   35.000    4.030
  123.750   -9.250   35.000    3.727
  123.750   -9.500   35.000    3.321
  123.750   -9.750   35.000    3.247
